mid,comment_mid,comment_user_id,comment_user_screen_name,comment_content,comment_pic_urls,has_comments,secondary_comments_num,secondary_comment_mid,secondary_comment_user_id,secondary_comment_screen_names,secondary_comment_content,secondary_comment_pic_urls
KptOPhaFb,4660729614962746,5797057768,poetry卓卓,我很少参于网络上事件，这一次我真的很难受，晚上看到视频会失眠，就单纯的心疼小贞母子4人🙏🙏🙏,,True,17,4660730169396379,5797057768,poetry卓卓,大家看到心里也会难受，希望小贞和孩子安好～下辈子找一个所有人都支持的另一半，一生幸福。🙏,
KptOPhaFb,4660729614962746,5797057768,poetry卓卓,我很少参于网络上事件，这一次我真的很难受，晚上看到视频会失眠，就单纯的心疼小贞母子4人🙏🙏🙏,,True,17,4668260375075319,2249263115,sang宁晨,坏情绪导致我最近也不舒服，但是只要我还活着，每天都会关注，心里放不下呀,
KptOPhaFb,4660729614962746,5797057768,poetry卓卓,我很少参于网络上事件，这一次我真的很难受，晚上看到视频会失眠，就单纯的心疼小贞母子4人🙏🙏🙏,,True,17,4668260781397253,5797057768,poetry卓卓,还是好好生活,
KptOPhaFb,4660729614962746,5797057768,poetry卓卓,我很少参于网络上事件，这一次我真的很难受，晚上看到视频会失眠，就单纯的心疼小贞母子4人🙏🙏🙏,,True,17,4663692698853114,5797057768,poetry卓卓,哦🙏,
KptOPhaFb,4660729614962746,5797057768,poetry卓卓,我很少参于网络上事件，这一次我真的很难受，晚上看到视频会失眠，就单纯的心疼小贞母子4人🙏🙏🙏,,True,17,4663691449205322,5797057768,poetry卓卓,注意休息好,
KptOPhaFb,4660729614962746,5797057768,poetry卓卓,我很少参于网络上事件，这一次我真的很难受，晚上看到视频会失眠，就单纯的心疼小贞母子4人🙏🙏🙏,,True,17,4663101154394934,5797057768,poetry卓卓,希望🙏,
KptOPhaFb,4660729614962746,5797057768,poetry卓卓,我很少参于网络上事件，这一次我真的很难受，晚上看到视频会失眠，就单纯的心疼小贞母子4人🙏🙏🙏,,True,17,4662158488768963,5797057768,poetry卓卓,[抱抱][抱抱][抱抱][抱抱][抱抱][抱抱][抱抱][抱抱][抱抱],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-820d2c9a0f.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-820d2c9a0f.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-820d2c9a0f.png"""
KptOPhaFb,4660729614962746,5797057768,poetry卓卓,我很少参于网络上事件，这一次我真的很难受，晚上看到视频会失眠，就单纯的心疼小贞母子4人🙏🙏🙏,,True,17,4661158986393545,5797057768,poetry卓卓,天啊🙏,
KptOPhaFb,4660729614962746,5797057768,poetry卓卓,我很少参于网络上事件，这一次我真的很难受，晚上看到视频会失眠，就单纯的心疼小贞母子4人🙏🙏🙏,,True,17,4661158932645529,5797057768,poetry卓卓,看到小朋友这么聪明漂亮，好可惜🙏,
KptOPhaFb,4665334953412105,5797057768,poetry卓卓,回复<a href='/n/心之愫莲'>@心之愫莲</a> 的表态:🙏🙏🙏,,True,1,4665354263466355,5797057768,poetry卓卓,🙏🙏🙏,
KptOPhaFb,4661325411914536,7405535630,A梦乐梅兰花生,早上好[作揖][作揖][可乐][礼物][鲜花][作揖][作揖][可乐][礼物][鲜花]🙏🙏[作揖][作揖][可乐][礼物][鲜花][作揖][作揖][可乐][礼物][鲜花][作揖][作揖][可乐][礼物][鲜花],"""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-519f80d31c.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-519f80d31c.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/ct_kele-4ce616ef95.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/o_liwu-f786db59ca.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png""",True,2,4661466345768680,5797057768,poetry卓卓,下午好[鲜花][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花],"""https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png"""
KptOPhaFb,4661325411914536,7405535630,A梦乐梅兰花生,早上好[作揖][作揖][可乐][礼物][鲜花][作揖][作揖][可乐][礼物][鲜花]🙏🙏[作揖][作揖][可乐][礼物][鲜花][作揖][作揖][可乐][礼物][鲜花][作揖][作揖][可乐][礼物][鲜花],"""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-519f80d31c.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-519f80d31c.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/ct_kele-4ce616ef95.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/o_liwu-f786db59ca.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png""",True,2,4661498444782636,6453097987,中華正茂II,好友晚上安好[握手][心][鲜花][握手][心][鲜花][握手][心][鲜花],"""https://h5.sinaimg.cn/m/emoticon/icon/others/h_woshou-f39e4d241b.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png"""
KptOPhaFb,4660936306069021,1853811981,思坊菜AND思坊瑜伽,希望真相早日到来,,True,1,4660939460184431,5797057768,poetry卓卓,🙏,
KptOPhaFb,4660935995949092,1853811981,思坊菜AND思坊瑜伽,今日份的快乐也正常营业啦,,True,1,4660939611703587,5797057768,poetry卓卓,开心快乐,
KptOPhaFb,4660936100807446,1853811981,思坊菜AND思坊瑜伽,太让人揪心了,,True,1,4660939586273689,5797057768,poetry卓卓,[抱抱][抱抱][抱抱][抱抱][抱抱][抱抱][抱抱][抱抱][抱抱],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-820d2c9a0f.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-820d2c9a0f.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-820d2c9a0f.png"""
KptOPhaFb,4661100450420180,2657837537,嘉sj,女人挺可怜的，所以什么时候也不能放弃自己的事业！！！,,True,3,4661161003844757,5797057768,poetry卓卓,对的，不要做黄脸婆,
KptOPhaFb,4661479070763094,2657837537,嘉sj,不是台风登陆吗？？？,,True,2,4661519852508660,5797057768,poetry卓卓,昨天夜里八级，还好还好,
KptOPhaFb,4661479070763094,2657837537,嘉sj,不是台风登陆吗？？？,,True,2,4661519943992295,2657837537,嘉sj,那就好！！！[心][心][心][心][心][心][心][心][心],"""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"""
KptOPhaFb,4661478936547099,2657837537,嘉sj,卓卓没更新？？？？[心][心][心][心][心][心][心][心][心][心][心][心][心][心][心][心],"""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""",True,2,4661520003237643,5797057768,poetry卓卓,没时间了,
KptOPhaFb,4661478936547099,2657837537,嘉sj,卓卓没更新？？？？[心][心][心][心][心][心][心][心][心][心][心][心][心][心][心][心],"""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png""",True,2,4661520094468731,2657837537,嘉sj,没事儿！明天呗,
KptOPhaFb,4661479003656522,2657837537,嘉sj,来看看卓卓！你们那里怎么样了？？？,,True,2,4661519972832068,5797057768,poetry卓卓,市里严重一点，县里还好,
KptOPhaFb,4661479003656522,2657837537,嘉sj,来看看卓卓！你们那里怎么样了？？？,,True,2,4661520232874635,2657837537,嘉sj,[抱一抱][抱一抱][抱一抱][抱一抱][抱一抱][抱一抱][抱一抱][抱一抱][抱一抱]注意安全！,"""https://h5.sinaimg.cn/m/emoticon/icon/default/co_a1hug-f3910d0e88.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/co_a1hug-f3910d0e88.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/co_a1hug-f3910d0e88.png"""
KptOPhaFb,4660936210383900,1853811981,思坊菜AND思坊瑜伽,希望安好🙏🙏🙏,,True,1,4660939560848994,5797057768,poetry卓卓,🙏太可怜了,
KptOPhaFb,4660935908919655,1853811981,思坊菜AND思坊瑜伽,早上好卓卓,,True,1,4660939654172222,5797057768,poetry卓卓,好友思思早安🍵🌹,
KptOPhaFb,4661348124593898,1853811981,思坊菜AND思坊瑜伽,周三快乐，幸福永远！,,True,1,4661375366334757,5797057768,poetry卓卓,幸福快乐,
KptOPhaFb,4661348078193147,1853811981,思坊菜AND思坊瑜伽,幸福安康,,True,1,4661375411946034,5797057768,poetry卓卓,平安健康🙏,
KptOPhaFb,4661348031531532,1853811981,思坊菜AND思坊瑜伽,天天好心情,,True,1,4661375437901107,5797057768,poetry卓卓,开心快乐，如意,
KptOPhaFb,4661347873459244,1853811981,思坊菜AND思坊瑜伽,今天周三，好事接二连三,,True,1,4661375484300922,5797057768,poetry卓卓,好运,
KptOPhaFb,4661120415564325,6939666995,钓鱼岛太太,支持诗诗,,True,1,4661160416127449,5797057768,poetry卓卓,[作揖][作揖][作揖][作揖][作揖][作揖][作揖][作揖][作揖],"""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-519f80d31c.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-519f80d31c.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-519f80d31c.png"""
KptOPhaFb,4661171942328606,6889497606,Z有梦有坚持Y,[泪][泪][泪][泪][泪][泪][泪][泪][泪],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png""",True,3,4661469787986480,5797057768,poetry卓卓,[抱抱][抱抱][抱抱][抱抱][抱抱][抱抱][抱抱][抱抱][抱抱],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-820d2c9a0f.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-820d2c9a0f.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-820d2c9a0f.png"""
KptOPhaFb,4661171942328606,6889497606,Z有梦有坚持Y,[泪][泪][泪][泪][泪][泪][泪][泪][泪],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png""",True,3,4661470808506373,6889497606,Z有梦有坚持Y,心情好多了[礼物][心]谢谢你的问侯与关心[礼物][心],"""https://h5.sinaimg.cn/m/emoticon/icon/others/o_liwu-f786db59ca.png""""https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png"""
KptOPhaFb,4794673937777105,2657837537,嘉sj,你能不能少发点哭啊，喊啊，泪啊，绝望啊！[哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png""",True,2,4794674106074347,5797057768,poetry卓卓,你也别太认真了，微博只是让人随便写[允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲][允悲],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"""
KptOPhaFb,4794673937777105,2657837537,嘉sj,你能不能少发点哭啊，喊啊，泪啊，绝望啊！[哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼][哼],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heng-3032fd08c2.png""",True,2,4794676886897999,2657837537,嘉sj,亲爱的，你知道吗？如果人看了这种难受的，特别有的人心里承受力差的，就会被这种负能量影响一天或者时间更长！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png"""
KptOPhaFb,4794673644437758,2657837537,嘉sj,这个世界有个智慧的头脑，比有钱要好很多！起码能平静过一生！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,2,4794674214076506,5797057768,poetry卓卓,平平淡淡就是福，健健康康就是，赚前,
KptOPhaFb,4794673644437758,2657837537,嘉sj,这个世界有个智慧的头脑，比有钱要好很多！起码能平静过一生！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,2,4794676442562992,2657837537,嘉sj,只要过自己想要的生活，就是幸福！,
KptOPhaFb,4794673363419731,2657837537,嘉sj,感觉如果那个林是那样人，他老婆应该有所察觉吧！！！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,4,4794673593844672,5797057768,poetry卓卓,有所察觉了，只是防不胜防，不过，真正的原因，我们外人也不知道，只有他们两人知道,
KptOPhaFb,4794673363419731,2657837537,嘉sj,感觉如果那个林是那样人，他老婆应该有所察觉吧！！！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,4,4794676290782207,2657837537,嘉sj,人在做天在看！这是有道理的！不用着急！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png"""
KptOPhaFb,4794673363419731,2657837537,嘉sj,感觉如果那个林是那样人，他老婆应该有所察觉吧！！！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,4,4794674423795467,5797057768,poetry卓卓,现在已经停息了，具体的情况咱们也不知道🙏,
KptOPhaFb,4794673363419731,2657837537,嘉sj,感觉如果那个林是那样人，他老婆应该有所察觉吧！！！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,4,4794674206475462,2657837537,嘉sj,如果犯法，法律会还个公道的！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png"""
KptOPhaFb,4794673150037483,2657837537,嘉sj,这个社会，男人受伤的也不少，不过他们不会说！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,2,4794673480337761,5797057768,poetry卓卓,君子流血不流泪,
KptOPhaFb,4794673150037483,2657837537,嘉sj,这个社会，男人受伤的也不少，不过他们不会说！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,2,4794674383164231,2657837537,嘉sj,女人也有这样的！不会把自己的伤疤给别人看！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png"""
KptOPhaFb,4794673032594808,2657837537,嘉sj,不认同你这句为什么受伤的总是女人！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,6,4794673321478379,5797057768,poetry卓卓,都有错吗？一巴掌打不响,
KptOPhaFb,4794673032594808,2657837537,嘉sj,不认同你这句为什么受伤的总是女人！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,6,4794673279533910,5797057768,poetry卓卓,难道只是不会经营吗？,
KptOPhaFb,4794673032594808,2657837537,嘉sj,不认同你这句为什么受伤的总是女人！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],"""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-7a95e6efc4.png""",True,6,4794673233659089,5797057768,poetry卓卓,现在男女平等，男的也会受伤🙏,
